player_id,player_name_official,seasons_played,gp_regular_total,gp_regular_min_per_season,gp_regular_max_per_season,seasons_with_gp_over_6,g_regular_sum,a_regular_sum,p_regular_sum,plus_minus_regular_sum,pim_regular_sum,ppg_regular_sum,ppp_regular_sum,shg_regular_sum,shp_regular_sum,gwg_regular_sum,otg_regular_sum,sog_regular_sum,shooting_pct_regular_mean,fo_pct_regular_mean,toi_per_game_regular_mean,gp_playoffs_sum,g_playoffs_sum,a_playoffs_sum,p_playoffs_sum,plus_minus_playoffs_sum,pim_playoffs_sum,ppg_playoffs_sum,ppp_playoffs_sum,shg_playoffs_sum,shp_playoffs_sum,gwg_playoffs_sum,otg_playoffs_sum,sog_playoffs_sum,shooting_pct_playoffs_mean,fo_pct_playoffs_mean,toi_per_game_playoffs_mean,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description,age_by_2025
11.0,Greg De Vries,13,878.0,6.0,82.0,13,48.0,146.0,194.0,23.0,780.0,5.0,29.0,1.0,7.0,8.0,3.0,912.0,4.866666666666666,23.07692307692308,18.834615384615383,111.0,8.0,14.0,22.0,7.0,91.0,0.0,0.0,0.0,0.0,2.0,0.0,117.0,7.979999999999999,0.0,175.36111111111111,Greg De Vries,D,D,https://www.nhl.com/player/8460254,https://www.eliteprospects.com/player/8557/greg-de-vries,https://assets.nhle.com/mugs/nhl/latest/8460254.png,1/4/1973,Canada,190,95,L,,,,['1-time NHL Stanley Cup Champion'],"Son: Luke De Vries
Nephew: Nate Tivey",52
12.0,Dan Hinote,9,503.0,27.0,76.0,9,38.0,52.0,90.0,-16.0,383.0,1.0,6.0,4.0,8.0,10.0,0.0,449.0,8.422222222222222,47.62222222222222,11.014814814814814,72.0,6.0,9.0,15.0,0.0,67.0,0.0,0.0,1.0,1.0,0.0,0.0,67.0,7.766666666666666,39.13333333333333,11.466666666666669,Dan Hinote,RW,RW,https://www.nhl.com/player/8465175,https://www.eliteprospects.com/player/5534/dan-hinote,https://assets.nhle.com/mugs/nhl/latest/8465175.png,1/30/1977,USA,183,87,R,,,"('7', '167', '1996')","['1-time NHL Stanley Cup Champion', '1-time OHL Champion']",,48
13.0,Jon Klemm,15,773.0,4.0,82.0,13,42.0,100.0,142.0,73.0,436.0,7.0,20.0,3.0,9.0,8.0,0.0,775.0,5.01875,34.58181818181818,17.186363636363637,105.0,7.0,7.0,14.0,17.0,47.0,1.0,2.0,0.0,0.0,1.0,0.0,84.0,6.977777777777778,14.285714285714286,14.10952380952381,Jon Klemm,D,D,https://www.nhl.com/player/8456852,https://www.eliteprospects.com/player/9017/jon-klemm,https://assets.nhle.com/mugs/nhl/latest/8456852.png,1/8/1970,Canada,188,92,R,,,,"['1-time CHL Memorial Cup Champion', '2-time NHL Stanley Cup Champion', '1-time WHL (West) Second All-Star Team', '1-time WHL Champion']",,55
14.0,Adam Foote,19,1154.0,12.0,81.0,19,66.0,242.0,308.0,99.0,1534.0,19.0,65.0,6.0,19.0,10.0,2.0,1128.0,4.845000000000001,0.0,971.9869047619048,170.0,7.0,35.0,42.0,9.0,298.0,2.0,11.0,0.0,1.0,1.0,0.0,178.0,2.0538461538461537,0.0,1074.237037037037,Adam Foote,D,D,https://www.nhl.com/player/8456283,https://www.eliteprospects.com/player/9157/adam-foote,https://assets.nhle.com/mugs/nhl/latest/8456283.png,7/10/1971,Canada,188,103,R,['Defensive Defenseman'],,"('2', '22', '1989')","['1-time Olympic Gold Medal', '1-time World Cup Gold Medal', '2-time NHL Stanley Cup Champion', '1-time OHL Champion', '1-time OHL First All-Star Team']","Sons: Cal Foote, Nolan Foote",54
15.0,Stephane Yelle,14,991.0,11.0,82.0,14,96.0,169.0,265.0,7.0,490.0,8.0,21.0,11.0,21.0,11.0,0.0,1107.0,8.360000000000001,51.50769230769231,14.15128205128205,171.0,11.0,21.0,32.0,-3.0,90.0,0.0,1.0,2.0,2.0,3.0,1.0,201.0,7.507692307692308,52.87272727272728,14.589393939393942,Stephane Yelle,C,C,https://www.nhl.com/player/8459122,https://www.eliteprospects.com/player/8795/stephane-yelle,https://assets.nhle.com/mugs/nhl/latest/8459122.png,5/9/1974,Canada,185,88,L,['PK Specialist'],,"('8', '186', '1992')",['2-time NHL Stanley Cup Champion'],,51
16.0,Aaron Miller,14,677.0,1.0,82.0,12,25.0,94.0,119.0,27.0,422.0,1.0,5.0,1.0,6.0,9.0,1.0,530.0,3.4,18.181818181818183,19.33030303030303,80.0,3.0,9.0,12.0,20.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,60.0,4.516666666666667,0.0,333.62,Aaron Miller,D,D,https://www.nhl.com/player/8457384,https://www.eliteprospects.com/player/8980/aaron-miller,https://assets.nhle.com/mugs/nhl/latest/8457384.png,8/11/1971,USA,191,95,R,,,"('5', '88', '1989')","['1-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NCAA (East) Second All-American Team']",,54
17.0,Eric Messier,8,406.0,21.0,74.0,8,25.0,50.0,75.0,-1.0,146.0,2.0,8.0,1.0,2.0,6.0,0.0,344.0,6.5,17.514285714285712,13.311904761904762,72.0,3.0,5.0,8.0,-4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.6,24.0,9.873333333333331,Eric Messier,LW,D/LW,https://www.nhl.com/player/8460012,https://www.eliteprospects.com/player/24171/eric-messier,https://assets.nhle.com/mugs/nhl/latest/8460012.png,10/29/1973,Canada,180,91,L,,,,"['1-time AHL Calder Cup Champion', '1-time NHL Stanley Cup Champion', '1-time QMJHL Second All-Star Team']",,51
18.0,Rob Blake,20,1270.0,4.0,84.0,18,240.0,537.0,777.0,-4.0,1679.0,136.0,379.0,4.0,19.0,41.0,2.0,3896.0,5.823809523809524,6.407692307692307,1210.180769230769,146.0,26.0,47.0,73.0,0.0,166.0,9.0,30.0,1.0,1.0,1.0,0.0,436.0,5.484615384615385,0.0,1138.8277777777778,Rob Blake,D,D,https://www.nhl.com/player/8445550,https://www.eliteprospects.com/player/8580/rob-blake,https://assets.nhle.com/mugs/nhl/latest/8445550.png,12/10/1969,Canada,193,100,R,"['Heavy Hitter', 'Offensive Defenseman']",,"('4', '70', '1988')","['2-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Silver Medal', '1-time Hockey Hall of Fame', '1-time IIHF Hall of Fame', '1-time NCAA (CCHA) Champion', '1-time NCAA (West) First All-American Team', '1-time NHL All-Rookie Team', '1-time NHL Best Defenseman (Norris Trophy)', '1-time NHL First All-Star Team', '3-time NHL Second All-Star Team', '1-time NHL Stanley Cup Champion', '1-time Olympic Best Defenseman', '1-time World Championship All-Star Team', '1-time World Championship Best Defenseman']","At 6'4, 220 lbs, Rob Blake was one of the NHL's most feared defensemen in the 1990s and 2000s. He won gold twice at the World Championship in 1994 and 97 and was named captain of the Kings in 1996. He won a Norris Trophy in 1998 with a career-high of 23 goals. Blake later won a Stanley Cup with the Avalanche in 2001 and became a Triple Gold Club member after winning Olympic gold in 2002. The 7x All-Star retired in 2010 with 240 goals and 777 points. He was inducted into the Hockey Hall of Fame in 2015.",55
19.0,Dave Reid,18,961.0,3.0,83.0,17,165.0,204.0,369.0,54.0,253.0,17.0,35.0,28.0,45.0,22.0,2.0,1420.0,12.144444444444444,36.375,12.970833333333331,118.0,9.0,26.0,35.0,2.0,34.0,0.0,6.0,1.0,1.0,1.0,0.0,139.0,4.208333333333333,25.95,12.2375,Dave Reid,LW,LW,https://www.nhl.com/player/8450773,https://www.eliteprospects.com/player/67436/dave-reid,https://assets.nhle.com/mugs/nhl/latest/8450773.png,5/15/1964,Canada,185,98,L,,,"('3', '60', '1982')",['2-time NHL Stanley Cup Champion'],,61
20.0,Steve Reinprecht,11,663.0,1.0,82.0,10,140.0,242.0,382.0,21.0,186.0,35.0,107.0,5.0,12.0,17.0,1.0,981.0,13.084615384615384,48.18461538461538,14.947435897435897,50.0,10.0,10.0,20.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,52.0,16.5,52.36666666666667,14.688888888888888,Steve Reinprecht,C,C,https://www.nhl.com/player/8468432,https://www.eliteprospects.com/player/8725/steven-reinprecht,https://assets.nhle.com/mugs/nhl/latest/8468432.png,5/7/1976,Canada,183,88,L,,,,"['1-time World Championship Gold Medal', '1-time AEHL U18 MVP (Warwick Trophy)', '1-time DEL Most Assists', '1-time DEL Most Points', '1-time French Champion', '1-time Ligue Magnus Most Points (Charles Ramsey Trophy)', '1-time NCAA (West) First All-American Team', '1-time NHL Stanley Cup Champion']","A fast-skating center, Reinprecht can be very effective at wing as well. Has natural offensive flair and is defensively responsible.

Hasn't produced points equal to his talent. Can get pushed off the puck a bit easily. Doesn't play a physical game.",49
21.0,Scott Parker,8,308.0,10.0,69.0,8,7.0,14.0,21.0,4.0,699.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0,9.5,4.444444444444445,5.111111111111111,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9666666666666668,Scott Parker,RW,RW,https://www.nhl.com/player/8465016,https://www.eliteprospects.com/player/8904/scott-parker,https://assets.nhle.com/mugs/nhl/latest/8465016.png,1/29/1978,USA,196,109,R,['Enforcer'],,"('1', '20', '1998')",['1-time NHL Stanley Cup Champion'],,47
22.0,Rick Berry,4,197.0,13.0,65.0,4,2.0,13.0,15.0,-6.0,314.0,0.0,0.0,0.0,0.0,1.0,0.0,142.0,1.0,10.0,13.283333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Rick Berry,D,D,https://www.nhl.com/player/8466189,https://www.eliteprospects.com/player/11494/rick-berry,https://assets.nhle.com/mugs/nhl/latest/8466189.png,11/4/1978,Canada,188,97,L,,,"('3', '55', '1997')",[],"Cousins: Stu Scantlebury, Brad Cole, Scott Swiston, Tucker Scantlebury",46
23.0,Nolan Pratt,11,592.0,9.0,82.0,11,9.0,56.0,65.0,2.0,537.0,0.0,1.0,0.0,2.0,3.0,1.0,322.0,2.372727272727273,0.0,15.746666666666666,38.0,0.0,1.0,1.0,-3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,17.82333333333333,Nolan Pratt,D,D,https://www.nhl.com/player/8459538,https://www.eliteprospects.com/player/8747/nolan-pratt,https://assets.nhle.com/mugs/nhl/latest/8459538.png,8/14/1975,Canada,190,97,L,,,"('5', '115', '1993')",['1-time NHL Stanley Cup Champion'],"A stay-at-home defenseman who's at his best when playing a physical, safe game and keeping it simple. A solid leader.
Lacks offensive flair and is below average in the skating department.",50
24.0,Chris Dingman,8,385.0,1.0,74.0,7,15.0,19.0,34.0,-58.0,769.0,3.0,5.0,0.0,0.0,1.0,0.0,306.0,3.06,20.5,6.996666666666667,52.0,2.0,5.0,7.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.325,0.0,6.8500000000000005,Chris Dingman,LW,LW,https://www.nhl.com/player/8460509,https://www.eliteprospects.com/player/9136/chris-dingman,https://assets.nhle.com/mugs/nhl/latest/8460509.png,7/6/1976,Canada,193,112,L,"['Checking-line Player', 'Heavy Hitter', 'Physical Forward']",,"('1', '19', '1994')","['2-time NHL Stanley Cup Champion', '1-time WHL Champion']",Sons: Hunter Dingman & Sawyer Dingman,49
25.0,Alexei Gusarov,11,607.0,9.0,79.0,11,39.0,128.0,167.0,50.0,313.0,5.0,31.0,4.0,10.0,4.0,0.0,454.0,7.992307692307692,0.0,19.227777777777774,68.0,0.0,14.0,14.0,19.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,20.66111111111111,Alexei Gusarov,D,D,https://www.nhl.com/player/8447363,https://www.eliteprospects.com/player/21401/alexei-gusarov,https://assets.nhle.com/mugs/nhl/latest/8447363.png,7/8/1964,Russia,186,90,L,,,"('11', '213', '1988')","['1-time U20 WJC Gold Medal', '3-time World Championship Gold Medal', '1-time Olympic Gold Medal', '1-time Triple Gold Club', '1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '1-time U18 EJC Bronze Medal', '2-time World Championship Bronze Medal', '1-time NHL Stanley Cup Champion', '1-time U20 WJC All-Star Team', '1-time U20 WJC Best Defenseman']",,61
26.0,Rob Shearer,1,2.0,2.0,2.0,0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Rob Shearer,C,C,https://www.nhl.com/player/8462600,https://www.eliteprospects.com/player/11548/rob-shearer,https://assets.nhle.com/mugs/nhl/latest/8462600.png,10/19/1976,Canada,175,85,R,,,,"['1-time AHL Calder Cup Champion', '1-time DEL Champion']",,48
27.0,Joel Prpic,3,18.0,1.0,14.0,1,0.0,3.0,3.0,-6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,54.03333333333333,6.966666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Joel Prpic,C,C,https://www.nhl.com/player/8459654,https://www.eliteprospects.com/player/44608/joel-prpic,https://assets.nhle.com/mugs/nhl/latest/8459654.png,9/25/1974,Canada / Croatia,200,107,L,,,"('9', '233', '1993')","['2-time ACH Champion', '1-time AHL Calder Cup Champion']",Brother-in-law: Robb Tallas,51
28.0,Yuri Babenko,1,3.0,3.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.1,10.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Yuri Babenko,C,C/W,https://www.nhl.com/player/8465002,https://www.eliteprospects.com/player/19121/yury-babenko,https://assets.nhle.com/mugs/nhl/latest/8465002.png,1/2/1978,Russia,183,87,L,,,"('2', '51', '1996')","['1-time U18 EJC Gold Medal', '2-time KHL Gagarin Cup Champion']",,47
